name,competitor_type,sub_category,lat,lon,visible
Nm Zala & Gn Zala Arts & Commerce College,schools,College & University,23.06661,72.66109,True
Ojas Vidyalaya,schools,Secondary & High School,23.06661,72.66116,True
"Satyam Vidhyalay, Naroda",schools,General Educational School,23.0666,72.66119,True
A One Xaviers School,schools,Secondary & High School,23.06609,72.66069,True
Little Kids Care Pre School,schools,Primary & Pre-School,23.06537,72.6634,True
"Chaitanya Spoken English, IELTS, PTE, Duolingo and Handwriting Improvement Academy",schools,General Educational School,23.06597,72.66875,True
Shree Panchtirth Vidhyalay,schools,General Educational School,23.06596,72.66821,True
Kalash academy,schools,General Educational School,23.06614,72.66717,True
"Kidzee Preschool & Daycare, New Naroda",schools,Primary & Pre-School,23.06624,72.66789,True
Prathameshschools,schools,Secondary & High School,23.06605,72.67516,True
RiseUp Academy Nikol,schools,General Educational School,23.06531,72.6714,True
Bright Pre School,schools,Primary & Pre-School,23.06531,72.67148,True
Lions Career Academy,schools,Coaching & Entrance Institute,23.06693,72.67709,True
EuroKids PreSchool in Nava Naroda,schools,Primary & Pre-School,23.0677,72.6762,True
PixArt Multimedia Institute,schools,General Educational School,23.06103,72.6719,True
"PTE123 by Aussie Education – PTE | IELTS | English Coaching Classes In Nikol, Ahmedabad",schools,Coaching & Entrance Institute,23.06119,72.67199,True
The Bright Preschool,schools,Primary & Pre-School,23.05993,72.67118,True
Vedant International School,schools,International School,23.05907,72.67436,True
Kidskon Preschool,schools,Primary & Pre-School,23.05833,72.67091,True
EuroKids Preschool in Nikol Road,schools,Primary & Pre-School,23.05825,72.6688,True
Dynamice Children Academy,schools,General Educational School,23.05894,72.66764,True
Government Commerce College,schools,College & University,23.05942,72.66463,True
Sai Krupa Tuition Classes,schools,Coaching & Entrance Institute,23.05927,72.66218,True
Webercodes Technology,schools,General Educational School,23.05974,72.65954,True
Happy Kidz Preschool,schools,Primary & Pre-School,23.06065,72.65961,True
Sky Computer Institute,schools,General Educational School,23.06092,72.66349,True
Success Group Tuition,schools,Coaching & Entrance Institute,23.06153,72.65977,True
St. Mary's Higher Secondary School,schools,Secondary & High School,23.06324,72.65751,True
SM Hindi and English School,schools,Secondary & High School,23.06264,72.6639,True
Gurukulam Academy,schools,General Educational School,23.06169,72.66447,True
Nancy Studios & Academy | Nava Naroda | Ahemdabad,schools,General Educational School,23.06476,72.67159,True
Sent Meri School,schools,Secondary & High School,23.06416,72.66038,True
Radiant Salon and Academy,schools,General Educational School,23.06513,72.65128,True
Navyug School Class 1 2,schools,Secondary & High School,23.06418,72.65094,True
Fine education,schools,General Educational School,23.06349,72.65097,True
"Makoons Play School, Naroda Ahmedabad",schools,Secondary & High School,23.06325,72.65424,True
Gather Education,schools,General Educational School,23.06335,72.65335,True
Divine reading library,schools,General Educational School,23.06322,72.65128,True
Narayan Hotel,schools,General Educational School,23.06305,72.65161,True
Aadhar Housing Finance Limited,schools,General Educational School,23.06197,72.64379,True
Shantam institute of nursing,schools,General Educational School,23.06397,72.64312,True
BRight english school/Gita Primary School,schools,Primary & Pre-School,23.06418,72.63202,True
Bhavna Vidhyalay,schools,General Educational School,23.06474,72.63475,True
Jolly Angles Kids English School,schools,Primary & Pre-School,23.06501,72.63099,True
Janavi group tuition,schools,Coaching & Entrance Institute,23.06503,72.63081,True
The Excellency of Taekwondo Academy,schools,General Educational School,23.06469,72.63062,True
Armoured physical academy,schools,General Educational School,23.06469,72.63062,True
Achievers Group Tuition,schools,Coaching & Entrance Institute,23.06358,72.62942,True
VV Tomar Higher Secondary School,schools,Secondary & High School,23.06253,72.6297,True
Manglam Convent School,schools,Secondary & High School,23.06299,72.63153,True
Saket Hindi Higher Secondary School,schools,Secondary & High School,23.06334,72.63431,True
Shree Saraswati High School,schools,Secondary & High School,23.06143,72.63588,True
Karan Net Academy of Knowledge,schools,General Educational School,23.06013,72.63876,True
N R Institute of Physiotherapy,schools,General Educational School,23.06013,72.63876,True
A success education engineering academy,schools,General Educational School,23.06012,72.63877,True
Rachna School,schools,Secondary & High School,23.06016,72.63212,True
Excellent English Gujarati and Girls High School,schools,Secondary & High School,23.06104,72.6346,True
Future Key Computer Education,schools,General Educational School,23.06017,72.62483,True
Tuirpat Engineers,schools,General Educational School,23.06011,72.62478,True
Drop Of Change Institute,schools,General Educational School,23.06067,72.62661,True
V V Tomar Hindi higher secondary School,schools,Secondary & High School,23.05975,72.62417,True
EduSec college management system,schools,College & University,23.05829,72.63467,True
Maharshi Dayanand High School,schools,Secondary & High School,23.05952,72.63707,True
Devguru Academy,schools,General Educational School,23.05947,72.63799,True
Saijpur Bogha Gujarati School,schools,Secondary & High School,23.0598,72.63909,True
Saraswati Vidyalaya High School,schools,Secondary & High School,23.05828,72.64271,True
Streetwear Bangkok,schools,General Educational School,23.06011,72.65017,True
Prabudhdha Ashram Shala,schools,Secondary & High School,23.06098,72.65059,True
Petals Krishnanagar Preschool,schools,Primary & Pre-School,23.05919,72.65427,True
DNA Academy,schools,General Educational School,23.05738,72.65239,True
Shivam Vidhyalaya,schools,Secondary & High School,23.0563,72.65391,True
Shri Shiv Jyot Vidya Mandir,schools,General Educational School,23.05523,72.65442,True
Upasana Vidhya Vihar,schools,General Educational School,23.05591,72.65079,True
"Krishnannager vidhyavihar Highschool, Krishnanager, Naroda, Ahmedabad-382345",schools,Secondary & High School,23.05562,72.64546,True
Small wonder play school,schools,Secondary & High School,23.05536,72.64339,True
Little Angels Play School,schools,Primary & Pre-School,23.05487,72.64295,True
Alfadeep Classes,schools,Coaching & Entrance Institute,23.05658,72.64119,True
Global Public School,schools,Secondary & High School,23.05658,72.64134,True
Future Education Group,schools,General Educational School,23.05701,72.64011,True
H.M.Parekh Educational Group,schools,General Educational School,23.05714,72.6401,True
Ramnand School,schools,Secondary & High School,23.05703,72.64021,True
Sakar Institute,schools,General Educational School,23.0568,72.64177,True
Don Bosco English School,schools,Secondary & High School,23.05688,72.64409,True
UCMAS,schools,General Educational School,23.05752,72.64246,True
Creative Institute of Computer Education,schools,General Educational School,23.05793,72.63776,True
Mahatma Gandhi Physiotherapy College,schools,College & University,23.05789,72.63721,True
Shree Siddhivinayak Motor Driving School,schools,Secondary & High School,23.05763,72.63686,True
Dr SB Pandya English Primary School,schools,Primary & Pre-School,23.05742,72.63784,True
G D High School,schools,Secondary & High School,23.05712,72.63788,True
Rachna Vidhyalaya,schools,Secondary & High School,23.05704,72.63527,True
Shrenik & Company,schools,General Educational School,23.05644,72.63397,True
R.G Yadav English Higher Secondary School,schools,Secondary & High School,23.05728,72.63362,True
Anupam Vidya Mandir Saijpur Bogha,schools,General Educational School,23.0579,72.63435,True
CARE Education,schools,General Educational School,23.058,72.62415,True
Deepak Cycle Works,schools,General Educational School,23.05312,72.63097,True
Navyug Vidhyalay,schools,General Educational School,23.05412,72.63055,True
Saijpur Gujarati School No. 6,schools,Secondary & High School,23.0541,72.62796,True
Polar International,schools,International School,23.05221,72.62742,True
Shree Sharda Vidyamandir,schools,General Educational School,23.0516,72.62287,True
Doon champion school,schools,Secondary & High School,23.05132,72.64209,True
"Patel Web Solution, Krishnanagar, Naroda, Ahmedabad | Classes for C, CCC, C++. Java, Python, Graphics Design, Tally",schools,Coaching & Entrance Institute,23.05115,72.64396,True
Home First Finance Company,schools,General Educational School,23.05119,72.64381,True
JK Tally & Web Classes,schools,Coaching & Entrance Institute,23.05119,72.64381,True
Kaushalam Technology,schools,Secondary & High School,23.05128,72.64246,True
Ocean Academy,schools,General Educational School,23.05089,72.64816,True
Ankur International School,schools,International School,23.05202,72.64658,True
Axar School,schools,Secondary & High School,23.05284,72.64063,True
MotiveQuest Education Consultancy,schools,General Educational School,23.05299,72.64533,True
Experimental Primary School,schools,Primary & Pre-School,23.05399,72.65544,True
Mount Everest English School,schools,Secondary & High School,23.05222,72.6564,True
Spandan Little Star Pre School,schools,Primary & Pre-School,23.05133,72.65777,True
S M Hindi Vidyaniketan,schools,Secondary & High School,23.05144,72.66578,True
Rangoli Preschool,schools,Primary & Pre-School,23.05159,72.6675,True
MS Technical Institute and Training Centre,schools,General Educational School,23.05153,72.67042,True
The Bright Child,schools,General Educational School,23.05192,72.67256,True
Vision Coaching Institute,schools,Coaching & Entrance Institute,23.05258,72.67072,True
Aims,schools,General Educational School,23.05249,72.67052,True
Panda Juniors Preschool,schools,Primary & Pre-School,23.05193,72.67043,True
Ghanshyam Achiever Academy,schools,General Educational School,23.05267,72.6708,True
Valance Overseas,schools,General Educational School,23.05306,72.67088,True
Ghunghroo Nrutya Kala,schools,General Educational School,23.05421,72.6688,True
Muse Art Academy Navrangpura,schools,General Educational School,23.05393,72.67062,True
Ghanshyam English Academy,schools,General Educational School,23.05359,72.67078,True
Rameshwar Shikshan Sankul,schools,Secondary & High School,23.05359,72.66847,True
Shiv Academy Naroda,schools,General Educational School,23.05374,72.66445,True
S M English School,schools,Secondary & High School,23.05371,72.66599,True
Gayatri Vidyalaya,schools,Secondary & High School,23.05417,72.65795,True
Greenvelly apartment,schools,General Educational School,23.05449,72.66585,True
Care 4 Education,schools,General Educational School,23.05618,72.66641,True
Riiyazii Music Academy,schools,General Educational School,23.05616,72.66538,True
Ocean Academy Degree- Diploma Engineering classes,schools,Coaching & Entrance Institute,23.05605,72.66529,True
RP Vasani International School,schools,International School,23.0558,72.66139,True
vidhyaacademy.in,schools,General Educational School,23.05675,72.65933,True
The Royal School Of Garba,schools,Secondary & High School,23.05792,72.66459,True
Neev Bridal Studio and Academy,schools,General Educational School,23.05685,72.66396,True
Mansi Beauty studio & Academy,schools,General Educational School,23.05806,72.67155,True
New Genius Classes,schools,Coaching & Entrance Institute,23.05662,72.67135,True
Raslila,schools,General Educational School,23.05652,72.67114,True
Imperial Coaching Academy,schools,Coaching & Entrance Institute,23.05594,72.67518,True
Monark University,schools,College & University,23.05622,72.66658,True
UCMAS,schools,General Educational School,23.05527,72.66906,True
Kelvani Dham Nikol,schools,General Educational School,23.05523,72.67445,True
Shreenathji Enterprise - Your Trusted Stamp Partner,schools,General Educational School,23.05454,72.67366,True
Rising Steps Pre School,schools,Primary & Pre-School,23.05455,72.67692,True
V I Patel B-Ed College,schools,College & University,23.05644,72.67569,True
Eye Concept NIKOL,schools,College & University,23.05726,72.67787,True
"Uday Auto link Private Limited, Katwada",schools,General Educational School,23.05793,72.68841,True
WebSankul Academy,schools,General Educational School,23.0527,72.67983,True
AGS Salon & Academy,schools,General Educational School,23.05189,72.68378,True
Dreamway Coaching Classes & Visa Consultancy,schools,Coaching & Entrance Institute,23.05198,72.68271,True
Om Coaching classes,schools,Coaching & Entrance Institute,23.05202,72.68269,True
Winny Immigration Nikol,schools,General Educational School,23.05199,72.68134,True
Chandramauli Hair Salon and Academy,schools,General Educational School,23.0524,72.68106,True
Rightway Overseas,schools,General Educational School,23.05252,72.68043,True
Navrangpura Primary School,schools,Primary & Pre-School,23.05341,72.69394,True
"Shiv Engineering, India.",schools,General Educational School,23.0579,72.70635,True
Institute of Foreign Trade - IFT,schools,General Educational School,23.06117,72.70785,True
Kathwada Primary School,schools,Primary & Pre-School,23.0586,72.70526,True
PanchKosh Vidhya Vikas Kendra,schools,General Educational School,23.06493,72.69367,True
Zanu Primary School,schools,Primary & Pre-School,23.04365,72.74035,True
Bhuvaladi Primary School,schools,Primary & Pre-School,23.03196,72.71825,True
Antrix Coaching classes,schools,Coaching & Entrance Institute,23.02472,72.69527,True
Chandlodia Prathamik Shala,schools,Secondary & High School,23.08047,72.55148,True
AAEngineering,schools,General Educational School,23.08709,72.55167,True
Shree Saraswati Academy,schools,General Educational School,23.08826,72.55238,True
Saraswati and Ktpatel School,schools,Secondary & High School,23.0876,72.55065,True
Tirupati Vidyalaya Primary School,schools,Primary & Pre-School,23.08537,72.55041,True
Ajay Yadav,schools,General Educational School,23.08822,72.55032,True
Kaangaroo Kinder Joyz Day Care,schools,General Educational School,23.09615,72.55108,True
Podar Jumbo Kids - Gota Chandlodiya,schools,Primary & Pre-School,23.09649,72.55075,True
Kidzee Vandemataram Gota,schools,General Educational School,23.10021,72.55128,True
Rushi Raj Karate Kunfu School,schools,Secondary & High School,23.08048,72.55316,True
Durga Vidyalaya,schools,Secondary & High School,23.08481,72.5542,True
Sanskar School,schools,Secondary & High School,23.0811,72.55474,True
Anganwadi-New Ranip,schools,General Educational School,23.09013,72.55687,True
Garud Force Security service Pvt Ltd,schools,General Educational School,23.08252,72.55619,True
Study Perfect,schools,General Educational School,23.0883,72.55894,True
Right Education,schools,General Educational School,23.0931,72.55749,True
Saarthi English Academy - Spoken English - New Ranip,schools,General Educational School,23.0934,72.55789,True
Lakshya Cricket Academy,schools,General Educational School,23.10126,72.55894,True
RD Achievers' Classes,schools,Coaching & Entrance Institute,23.09921,72.55821,True
Navarang Vidhyalay,schools,General Educational School,23.11091,72.55715,True
Shanti Juniors Preschool Godrej Garden city,schools,Primary & Pre-School,23.11777,72.55726,True
New Navrang English School,schools,Secondary & High School,23.11411,72.55878,True
Cambridge Montessori Junior. Gota. A'Bad,schools,International School,23.11718,72.55909,True
Cuemath,schools,General Educational School,23.11723,72.55677,True
MIT Sir's Anadkat Academy,schools,General Educational School,23.11351,72.55566,True
Mahi Visa Services - Ahmedabad,schools,General Educational School,23.11405,72.55565,True
Achievers Academy,schools,General Educational School,23.1152,72.55505,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.1169,72.55499,True
Ekta's Beauty Salon n Academy,schools,General Educational School,23.1186,72.55577,True
Global Indian International School,schools,International School,23.11715,72.55358,True
Morfun - Early Childhood Development Center,schools,General Educational School,23.11382,72.5539,True
Bachpan Pre-school Jagatpur,schools,Primary & Pre-School,23.11474,72.55477,True
MBACHAIWALA's Academy,schools,General Educational School,23.1119,72.55415,True
Achievers education,schools,General Educational School,23.11357,72.55148,True
Edge English,schools,General Educational School,23.12939,72.55133,True
RILI Institute of Knowledge,schools,General Educational School,23.14019,72.55229,True
RILI School of Lil Champs,schools,Secondary & High School,23.14019,72.55229,True
Khoraj Primary School,schools,Primary & Pre-School,23.14946,72.5546,True
Amba School for Excellence,schools,Secondary & High School,23.14788,72.55621,True
tragad primary school,schools,Primary & Pre-School,23.12794,72.55815,True
Sharma Education Point,schools,General Educational School,23.1259,72.55927,True
H3 World School,schools,International School,23.12441,72.56009,True
Narayana eTechno (CBSE) School - Tragad,schools,Secondary & High School,23.13047,72.56272,True
Aloha Tragad,schools,General Educational School,23.13573,72.56122,True
Swaram Academy Of Classical and Light Music,schools,General Educational School,23.13536,72.56061,True
Adani Institute of Digital Technology Management,schools,General Educational School,23.16436,72.56298,True
Talent Plus Academy,schools,General Educational School,23.12541,72.5653,True
Adhisha,schools,General Educational School,23.12484,72.56642,True
VIDHI Commerce Classes,schools,Coaching & Entrance Institute,23.11996,72.56772,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.11552,72.56762,True
Genius Dance Academy,schools,General Educational School,23.11009,72.56775,True
Pushpam Tuition Classes,schools,Coaching & Entrance Institute,23.11056,72.56748,True
Gaurav Texchem,schools,General Educational School,23.11023,72.56764,True
Swami Vivekanand Vidyalaya,schools,Secondary & High School,23.10589,72.56697,True
Sigma Computer Education,schools,General Educational School,23.10828,72.56622,True
Shri Sadguru Vidyalaya,schools,Secondary & High School,23.10819,72.56554,True
Kidzee IOC Chandkheda,schools,General Educational School,23.10837,72.56384,True
Shanti Juniors-Tragad Ioc Road,schools,General Educational School,23.11116,72.56433,True
Drona Public School,schools,Secondary & High School,23.11127,72.5644,True
Jagruti English School,schools,Secondary & High School,23.11118,72.56443,True
H3 Learning Centre,schools,General Educational School,23.11232,72.56385,True
Abhinay Academy Classes,schools,Coaching & Entrance Institute,23.11232,72.56385,True
Girl's Door Beauty Studio & Academy,schools,General Educational School,23.12278,72.56017,True
Shashima's Study Circle,schools,General Educational School,23.12262,72.5601,True
Smart Crystal Kids day care pre- school,schools,Primary & Pre-School,23.12243,72.56023,True
Khyati Ninos Jagatpur,schools,General Educational School,23.1169,72.55949,True
"Rangoli Preschool Godrej Garden City, Ahmedabad",schools,Primary & Pre-School,23.11516,72.56011,True
Soham Overseas Education and Visas,schools,General Educational School,23.11405,72.56055,True
Sankalp Greens,schools,General Educational School,23.11416,72.56093,True
TEKnirvana Tradelinks Pvt Ltd,schools,General Educational School,23.11509,72.5613,True
Shreyash Primary School,schools,Primary & Pre-School,23.1108,72.56104,True
Chenpur Primary School,schools,Primary & Pre-School,23.10184,72.55967,True
Dolphin Academy Gota,schools,General Educational School,23.10431,72.56049,True
DV Montessori School,schools,Primary & Pre-School,23.11085,72.56273,True
The Tree House Play Group Nursery,schools,Primary & Pre-School,23.09367,72.56206,True
Shashwat Visa Services,schools,General Educational School,23.09146,72.56256,True
vishwa parivartak ishwariya vidhyalay,schools,General Educational School,23.10104,72.55979,True
Suraj Primary School,schools,Primary & Pre-School,23.0964,72.55969,True
Geneva Liberal School,schools,Secondary & High School,23.09622,72.56014,True
Kidz Kingdom Pre-School,schools,Primary & Pre-School,23.09615,72.56013,True
Ahmedabad Juniors New Ranip,schools,General Educational School,23.09539,72.56028,True
Skill with darshana patel,schools,General Educational School,23.09144,72.55931,True
F.S.Bridal Studio & Academy,schools,General Educational School,23.09144,72.55931,True
"LCK Pre School, New Ranip",schools,Primary & Pre-School,23.09129,72.55939,True
AndDrops Education,schools,General Educational School,23.09109,72.55977,True
Shiv Computer Education and English Speaking,schools,General Educational School,23.09105,72.56039,True
Knowledge Institute,schools,General Educational School,23.09191,72.56134,True
Shiv Vidhya Niketan Pre-School & Coaching Institute,schools,Primary & Pre-School,23.08861,72.56053,True
Bhakti Maths Academy,schools,General Educational School,23.08962,72.55963,True
Dine Education Center,schools,General Educational School,23.08871,72.55969,True
Zeel Hobby & Cooking Classes,schools,Coaching & Entrance Institute,23.08741,72.5601,True
Smarty kids,schools,Primary & Pre-School,23.08707,72.56017,True
Bhumi Electrical,schools,General Educational School,23.08056,72.55969,True
New DP Campus,schools,College & University,23.08029,72.56227,True
IELTS GRE SAT TOEFL PTE at Vinay Patel Classes - Ahmedabad,schools,Coaching & Entrance Institute,23.08938,72.56277,True
Nishan Higher Secondary School,schools,Secondary & High School,23.08033,72.56365,True
Super English School,schools,Secondary & High School,23.08063,72.56377,True
Apple kids play school,schools,Primary & Pre-School,23.08074,72.56389,True
Shree Prahladbahi Patel Skating School,schools,Secondary & High School,23.08046,72.56406,True
Naarie Beauty Salon and Academy,schools,General Educational School,23.08086,72.56407,True
Navadep Prathamik School,schools,Secondary & High School,23.08488,72.56417,True
A.N Computer Class- Best Accounting & Computer Class- Ranip,schools,General Educational School,23.08181,72.56488,True
VidhyaTirth Classis,schools,General Educational School,23.08182,72.56496,True
Shree Swaminarayan College of Pharmacy,schools,College & University,23.0824,72.5658,True
Shree Swaminarayan International School,schools,International School,23.08237,72.56575,True
Cuemath,schools,General Educational School,23.0862,72.5659,True
Apollo International School - Tragad,schools,International School,23.08874,72.5653,True
Bhavy Education,schools,General Educational School,23.0893,72.56494,True
LotuX Tech and IT Academy,schools,General Educational School,23.08922,72.56494,True
Khodiyar Education & Immigration,schools,General Educational School,23.08922,72.56494,True
Shiksha Group Education,schools,General Educational School,23.08921,72.56493,True
Pranil Education,schools,General Educational School,23.08937,72.56505,True
"THE SETTLERS VISAS AND COACHING 331 S.V. Square, New Ranip, Ahmedabad. Gujarat.",schools,Coaching & Entrance Institute,23.08949,72.56479,True
Apollo 9th & 10th,schools,General Educational School,23.08932,72.56477,True
Ample Dreams Educom,schools,General Educational School,23.08955,72.56474,True
"Shriji Education Services (A K Visa Consultants) - Trusted Study & Immigration Consultant, IELTS/PTE Coaching in Ahmedabad",schools,Coaching & Entrance Institute,23.09036,72.56466,True
Panveera Dance Academy and Events,schools,General Educational School,23.09011,72.56445,True
"EuroKids Pre-School at New Ranip, Best Kindergarten",schools,Primary & Pre-School,23.08964,72.56445,True
Akshar Compusoft Education,schools,General Educational School,23.08983,72.5645,True
Waves Music Academy,schools,General Educational School,23.08923,72.5644,True
VidhyaRati Classes,schools,Coaching & Entrance Institute,23.08551,72.56445,True
Veda Satvaa,schools,General Educational School,23.08566,72.56435,True
UCMAS,schools,General Educational School,23.08768,72.56432,True
Arpan Education Higher Secondary School,schools,Secondary & High School,23.08623,72.56398,True
House of glam unisex salon & academy122,schools,General Educational School,23.0924,72.56628,True
Joy Group Tuitions,schools,Coaching & Entrance Institute,23.08866,72.56703,True
Chanak Education Zone,schools,General Educational School,23.08848,72.56599,True
Shree Swaminarayan Physiotherapy College - Ahmedabad,schools,College & University,23.08248,72.5663,True
The Special Character It Services,schools,General Educational School,23.08075,72.56692,True
Navsarjan High School,schools,Secondary & High School,23.08057,72.56719,True
Sai Education Campus,schools,College & University,23.08433,72.56758,True
Ruchi Driving School,schools,Secondary & High School,23.07993,72.56865,True
Shukan smile city,schools,General Educational School,23.08711,72.56933,True
Nishan School,schools,Secondary & High School,23.07995,72.56941,True
S.L English School,schools,Secondary & High School,23.07989,72.56964,True
Amaira - Beauty Studio & Academy,schools,General Educational School,23.08371,72.57146,True
Navnirman Higher Secondary School,schools,College & University,23.08219,72.57196,True
Signal and Telecom Training Centre,schools,General Educational School,23.10143,72.57087,True
ST Joseph Higher Secondary School,schools,Secondary & High School,23.10396,72.5694,True
Om Group Tuition,schools,Coaching & Entrance Institute,23.10382,72.57023,True
My Flower English School,schools,Secondary & High School,23.10983,72.56992,True
Saraswati Higher Secondary School,schools,Secondary & High School,23.11082,72.5704,True
UCMAS,schools,General Educational School,23.11186,72.57039,True
Medha's KIDS CAMP,schools,Primary & Pre-School,23.11654,72.56988,True
Shanti Juniors Science City,schools,General Educational School,23.1171,72.57091,True
First Rank Education Academy,schools,General Educational School,23.11801,72.57058,True
"EuroKids Pre-School Ahmedabad-Chandkheda, Tragad Road",schools,Primary & Pre-School,23.12334,72.57153,True
Shri LV Upadhyaya-Sabarmati Arts and Commerce College,schools,College & University,23.12105,72.57142,True
Cuemath,schools,General Educational School,23.12,72.571,True
Urban Gurukul,schools,General Educational School,23.12041,72.57199,True
Abhyas Tutorial,schools,Coaching & Entrance Institute,23.12057,72.5716,True
Limco Abacus Training Centre,schools,General Educational School,23.12087,72.57166,True
Clear My Udaan Powered By Nikita Overseas Pvt Ltd,schools,General Educational School,23.12044,72.57262,True
M&d Hair Saloon & Academy,schools,General Educational School,23.11571,72.57212,True
Shivshakti School,schools,Secondary & High School,23.11331,72.57267,True
Sohas Boutique and Classes,schools,Coaching & Entrance Institute,23.11181,72.57259,True
New Gayatri Higher Secondary School,schools,Secondary & High School,23.10855,72.57061,True
Magic beats music academy,schools,General Educational School,23.10671,72.57096,True
Raj Teaching Point,schools,General Educational School,23.10395,72.57098,True
Unique Group Tuition,schools,Coaching & Entrance Institute,23.10387,72.57146,True
Urvi Hobby Class,schools,General Educational School,23.10634,72.57216,True
Varahi School,schools,Secondary & High School,23.10552,72.57266,True
Arpan Kanya Vidhyalay,schools,General Educational School,23.10371,72.57252,True
Parimal High School,schools,Secondary & High School,23.10535,72.57382,True
Vegas Consultancy Services Foreign Education & Immigration,schools,General Educational School,23.10743,72.57391,True
Riva Academy,schools,General Educational School,23.11255,72.57472,True
Aadhar Housing Finance Limited,schools,General Educational School,23.11205,72.57466,True
The Expert Academy,schools,General Educational School,23.11237,72.57469,True
Vitthal Group Tuition,schools,Coaching & Entrance Institute,23.1126,72.57469,True
MS The Institute of Education,schools,General Educational School,23.11267,72.57464,True
Magic Beats Music Academy,schools,General Educational School,23.11205,72.57452,True
Parishram Institute,schools,General Educational School,23.11193,72.57325,True
N.M.High School,schools,Secondary & High School,23.10766,72.57316,True
GIIT Computer Education,schools,College & University,23.1118,72.57303,True
Apollo International School - Zundal,schools,International School,23.12325,72.57309,True
Mythu Study Center,schools,Coaching & Entrance Institute,23.1199,72.57369,True
ITI Chandkheda,schools,General Educational School,23.116,72.57414,True
Jyoti Education Care,schools,General Educational School,23.11288,72.5747,True
Concept Media,schools,College & University,23.11296,72.57481,True
Future Education Group,schools,General Educational School,23.11272,72.57498,True
JEC Fashion Design Institute,schools,General Educational School,23.11288,72.57567,True
JACK Computer Institute,schools,General Educational School,23.11276,72.57574,True
Wings Institute,schools,General Educational School,23.1181,72.57492,True
Kavya Sports Academy | Chandkeda's No.1 Premier Sports Academy,schools,General Educational School,23.11845,72.5754,True
"TIME Kids Preschool, TP-44, Chandkheda",schools,Primary & Pre-School,23.12206,72.57629,True
Asian Global School,schools,International School,23.12206,72.57629,True
Abhigyanam Education Institute,schools,General Educational School,23.12118,72.5764,True
Akshan Institute,schools,General Educational School,23.119,72.57676,True
Mani Prabhu(Krupa) High School,schools,Secondary & High School,23.11269,72.5763,True
New Little Flower School,schools,Primary & Pre-School,23.11206,72.57665,True
Manali Primary School,schools,Primary & Pre-School,23.1103,72.57607,True
Triveni Hindi Higher Secondary School,schools,Secondary & High School,23.10957,72.57592,True
ip english school,schools,Secondary & High School,23.10588,72.57597,True
M.J. Engineering Coaching,schools,Coaching & Entrance Institute,23.10451,72.5757,True
"Podar International School - Cambridge, Ahmedabad",schools,International School,23.10451,72.5757,True
Assure Management Consultancy,schools,General Educational School,23.10451,72.5757,True
Race academy,schools,General Educational School,23.10214,72.57548,True
Delight Public School,schools,Secondary & High School,23.10287,72.57567,True
Krish Education,schools,General Educational School,23.10306,72.57577,True
Sahajanand Primary School,schools,Primary & Pre-School,23.10355,72.57627,True
DM Academy,schools,General Educational School,23.1045,72.57607,True
Sabarmati Hindi High School,schools,Secondary & High School,23.10592,72.57609,True
Ambica Primary School,schools,Primary & Pre-School,23.08426,72.57363,True
Ronak Gruh Udyog,schools,General Educational School,23.08426,72.57366,True
Sopan Blind School,schools,Secondary & High School,23.08427,72.57301,True
H3 Preschool New Ranip,schools,Primary & Pre-School,23.08074,72.57552,True
Home First Finance Company ( HFFC ),schools,General Educational School,23.08195,72.57695,True
Ssisranip,schools,General Educational School,23.08292,72.57764,True
Ranip Pagar Kendra Shala,schools,Secondary & High School,23.08043,72.57873,True
Ranip Police Line Primary School No 3,schools,Primary & Pre-School,23.08088,72.58336,True
Railway Colony Old Institute,schools,General Educational School,23.08447,72.5846,True
Adarsh Vidhya Vihar,schools,General Educational School,23.08955,72.58607,True
ARJUN English High School,schools,Secondary & High School,23.09021,72.58554,True
SSGV School,schools,Secondary & High School,23.08955,72.58545,True
Alpha kids international pre school,schools,International School,23.08955,72.58545,True
Parimal Vidhyalay,schools,General Educational School,23.08952,72.58551,True
Shivanjali Dance Institute,schools,General Educational School,23.08952,72.58551,True
Green Fuel Solution,schools,General Educational School,23.08953,72.58551,True
Friend 2 Friend,schools,General Educational School,23.08953,72.58551,True
Sanskar Vatika Ahmedabad,schools,General Educational School,23.08953,72.58551,True
Karmayog Primary School,schools,Primary & Pre-School,23.09437,72.5856,True
"DISHA Career Academy, Chandkheda",schools,Coaching & Entrance Institute,23.09673,72.58602,True
Gyandeep Hindi High School,schools,Secondary & High School,23.10136,72.58471,True
Ashan Vidya Mandir,schools,General Educational School,23.11086,72.58273,True
My Chhota School,schools,Secondary & High School,23.10776,72.58334,True
Aagam Institute of Design and Arts,schools,General Educational School,23.1054,72.58378,True
IIHT Chandkheda,schools,General Educational School,23.10916,72.58503,True
Flying kids pre school and day care,schools,Primary & Pre-School,23.11082,72.58438,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.11745,72.58462,True
Manappuram Finance,schools,General Educational School,23.11491,72.58384,True
Muthoot FinCorp Gold Loan,schools,General Educational School,23.1148,72.58378,True
Ca Amruta Nair Commerce Coaching Institute,schools,Coaching & Entrance Institute,23.11493,72.58371,True
Triangle Education,schools,General Educational School,23.11483,72.58361,True
