name,competitor_type,sub_category,lat,lon,visible
KG Trivedi Sadhna Vinay Mandir,schools,General Educational School,23.01854,72.56541,True
Sadhana Institute of Design,schools,General Educational School,23.01862,72.56546,True
Amrit Jyoti High School,schools,Secondary & High School,23.01885,72.56516,True
Sadhana English School,schools,Secondary & High School,23.01875,72.56544,True
MBBS in Russia | Rus Education,schools,General Educational School,23.01867,72.56821,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.01851,72.56596,True
Shaivee Academy of Photography and Filmmaking,schools,General Educational School,23.01846,72.56835,True
Ellisbridge Municipal Saraswati Mandir School,schools,Secondary & High School,23.01832,72.56818,True
RC Classes,schools,Coaching & Entrance Institute,23.01845,72.56626,True
Mayas The School Of Beauty,schools,Secondary & High School,23.0181,72.56838,True
Global Montessori &Teacher Training Institute,schools,Primary & Pre-School,23.01784,72.55328,True
Municipal School No. 26 Ellisbridge,schools,Secondary & High School,23.0179,72.55456,True
Digital Marketing Training Institute,schools,General Educational School,23.01819,72.55507,True
Diva Eye Institute,schools,General Educational School,23.01827,72.55718,True
CN Sports Academy,schools,General Educational School,23.01848,72.54788,True
Sheth C.N. Vidhyavihar,schools,Secondary & High School,23.01837,72.54755,True
Pratima,schools,General Educational School,23.01909,72.54406,True
Lokmanya College Nursing,schools,College & University,23.01915,72.53031,True
A-One School,schools,Secondary & High School,23.0189,72.52822,True
Shraddha Vidya Mandir,schools,General Educational School,23.0186,72.5247,True
Lotus School,schools,Secondary & High School,23.01863,72.52211,True
Vedant International Preschool,schools,International School,23.01853,72.52113,True
Thinkleap Film Institute,schools,General Educational School,23.01865,72.51907,True
Matangi Motor Driving School,schools,Secondary & High School,23.01898,72.52181,True
Learning Curve Edutech,schools,General Educational School,23.01892,72.52428,True
FRIGE's Institute of Human Genetics,schools,General Educational School,23.01912,72.52534,True
Hopscotch pre school & day care,schools,Primary & Pre-School,23.01919,72.51879,True
Cuemath,schools,General Educational School,23.01918,72.51572,True
Shah Baking & Cooking Classes,schools,Coaching & Entrance Institute,23.01889,72.51846,True
Bang Bang Music Academy,schools,General Educational School,23.01891,72.51659,True
Shalby Academy Ahmedabad,schools,General Educational School,23.01909,72.50465,True
Blossom English Institute Bopal,schools,General Educational School,23.01901,72.50656,True
Parvarish Club,schools,General Educational School,23.01889,72.50926,True
The Lighthouse Montessori School,schools,Primary & Pre-School,23.01881,72.50966,True
UCMAS,schools,General Educational School,23.01852,72.51207,True
Rustik Salon & Academy,schools,General Educational School,23.01863,72.51498,True
Sagar Group Tuitions,schools,Coaching & Entrance Institute,23.01821,72.51197,True
Kiddies Preschool Daycare,schools,Primary & Pre-School,23.01829,72.51078,True
Brilliant Smart Classes,schools,Coaching & Entrance Institute,23.01786,72.51645,True
Apple Learning station,schools,General Educational School,23.01797,72.51921,True
Akshita Tuition Classes,schools,Coaching & Entrance Institute,23.01846,72.52131,True
SK Salon and Academy,schools,General Educational School,23.01822,72.53039,True
3G Family Salon Academy,schools,General Educational School,23.01824,72.53039,True
Moksh Yogshala,schools,Secondary & High School,23.01824,72.52822,True
Samir and Sejal Shah Institute,schools,General Educational School,23.01741,72.52993,True
Lokmanya College Of Education,schools,College & University,23.01709,72.52646,True
Spotlight Makeup Studio & Hair Academy,schools,General Educational School,23.01748,72.51826,True
JoyJumperz Preschool,schools,Primary & Pre-School,23.01744,72.51133,True
Ahmedabad Sports Academy,schools,General Educational School,23.01727,72.51592,True
Language Academy,schools,General Educational School,23.01684,72.5183,True
Sangati Centre For Performing Arts,schools,General Educational School,23.01681,72.50477,True
Shri Chimanbhai Patel Institute of Management & Research,schools,College & University,23.01678,72.50518,True
SVG University,schools,College & University,23.01665,72.50513,True
Block-C (Sardar Vallabhbhai Global University),schools,College & University,23.01653,72.50485,True
Metaversity Institute,schools,General Educational School,23.01656,72.51255,True
Jodhpur Primary School No.2,schools,Primary & Pre-School,23.01662,72.52069,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.01698,72.5311,True
Cuemath,schools,General Educational School,23.01698,72.5311,True
HI-FI Design Institute,schools,General Educational School,23.01694,72.53513,True
Hughes Global Education,schools,General Educational School,23.01641,72.52972,True
Isv Overseas (Opc) Private Limited,schools,General Educational School,23.01637,72.53828,True
Academy of Winners,schools,General Educational School,23.01679,72.54276,True
Blue Bell School,schools,Secondary & High School,23.0175,72.53665,True
Vidhya Education Academy,schools,General Educational School,23.01763,72.53839,True
Sahajanand,schools,General Educational School,23.01733,72.55142,True
EuroKids Pre-School & Daycare in Ambawadi,schools,Primary & Pre-School,23.01743,72.5549,True
EuroKids Pre-School and Daycare,schools,Primary & Pre-School,23.01745,72.55495,True
Eklavya Education Foundation,schools,General Educational School,23.0175,72.55601,True
Eklavya Sanskrit Academy,schools,General Educational School,23.0176,72.55593,True
B.M. Institute Of Mental Health,schools,General Educational School,23.01745,72.56753,True
Slu College Fashion Design Course,schools,College & University,23.0175,72.56949,True
SLU Arts and HP Thakore Commerce College for Women,schools,College & University,23.0174,72.5698,True
Cambridge Institute,schools,International School,23.017,72.56759,True
Kutchhi Jain Seva Samaj - KJSS Ahmedabad,schools,General Educational School,23.01696,72.56747,True
MBBS in Russia Xpertise Education Consultancy,schools,General Educational School,23.01661,72.56649,True
Dwaipayan Mukherjee Management Consultant,schools,Coaching & Entrance Institute,23.01668,72.56642,True
F.D. education,schools,General Educational School,23.01641,72.58327,True
Al-Madina Computer Class,schools,General Educational School,23.01656,72.58222,True
Smt. M.N.K. Dalal Education College For Women,schools,College & University,23.01735,72.56985,True
IP Mission Higher Secondary School Ahmedabad,schools,Secondary & High School,23.01763,72.58058,True
akhtar sir group tuition,schools,Coaching & Entrance Institute,23.01764,72.58322,True
Jamaaly English Medium School,schools,Secondary & High School,23.01712,72.59048,True
Vivekananda College of Arts,schools,College & University,23.01711,72.5953,True
D.N. Polytechnic,schools,College & University,23.01748,72.59475,True
Indrashil University,schools,College & University,23.01745,72.59476,True
"District Education Office, Ahmedabad Rural",schools,General Educational School,23.01686,72.60315,True
Erangle - PUBG Battlegrounds - Lebanon,schools,General Educational School,23.0168,72.61206,True
Gomtipur School,schools,Secondary & High School,23.01676,72.61479,True
Adarsh Academy,schools,General Educational School,23.01705,72.61737,True
Adarsh Group Tuition Classes,schools,Coaching & Entrance Institute,23.01687,72.61722,True
Sanklitnagar Primary School -2,schools,Primary & Pre-School,23.01751,72.62454,True
S G Patel Gomtipur High School,schools,Secondary & High School,23.0174,72.61306,True
St Joseph High School,schools,Secondary & High School,23.01744,72.60746,True
Gomtipur,schools,General Educational School,23.01823,72.61435,True
Democratic Secondary School,schools,Secondary & High School,23.01801,72.61355,True
"IBS - Campus, Adalaj, Koba-Adalaj Higjway",schools,College & University,23.01908,72.61206,True
Kidsworld pre-school,schools,Primary & Pre-School,23.01911,72.61201,True
Saraswati Institute,schools,General Educational School,23.01914,72.61208,True
City High School,schools,Secondary & High School,23.01911,72.60114,True
Guru's Academy Computer Education,schools,General Educational School,23.01904,72.59228,True
Shah Trading Company,schools,General Educational School,23.01912,72.59052,True
Stim Education,schools,General Educational School,23.01855,72.58918,True
Ambition Institute of English Speaking and Personality,schools,General Educational School,23.01855,72.59486,True
Shyamji Ramtgamat Sanskrutik Vanijya,schools,General Educational School,23.01868,72.59818,True
Bansal Multiflex Limited,schools,General Educational School,23.01836,72.59807,True
Shree G. C. Girls Higher Secondary School,schools,Secondary & High School,23.01802,72.59786,True
Cambridge Education Group Pvt Limited,schools,International School,23.01808,72.59339,True
Kutub Sir Group Tuitions,schools,Coaching & Entrance Institute,23.01785,72.58897,True
Thomas VISA Consultant,schools,General Educational School,23.01837,72.58289,True
Rahe Khair Girls Primary School,schools,Primary & Pre-School,23.01846,72.58363,True
Y-Axis Overseas Careers,schools,Coaching & Entrance Institute,23.01823,72.57011,True
Smt NHL Municipal Medical College,schools,College & University,23.01858,72.57133,True
SBB College of Physiotherapy,schools,College & University,23.01872,72.5707,True
Sanskar Vidhyalaya,schools,Secondary & High School,23.0188,72.5738,True
my aims,schools,General Educational School,23.01908,72.58118,True
Sardar Vallabhbhai Patel Institute of Medical Sciences and Research,schools,General Educational School,23.01913,72.57259,True
The Anjuman E Islam High School,schools,Secondary & High School,23.01958,72.58655,True
LJ Institute of Media & Communications,schools,College & University,23.0193,72.58174,True
VishwaBharti School Ahmedabad,schools,Secondary & High School,23.0193,72.58174,True
CEPT University Workshops,schools,College & University,23.0193,72.58174,True
AHD University of Medical Sciences,schools,College & University,23.0193,72.58174,True
Active Engineering Company,schools,General Educational School,23.0193,72.58174,True
Kaizen Academy,schools,General Educational School,23.0193,72.58174,True
Sizedu Overseas Education Consultants,schools,General Educational School,23.0193,72.58174,True
Shaishya Sports Academy,schools,General Educational School,23.0193,72.58174,True
Jamalpur School No 4,schools,Secondary & High School,23.01922,72.58775,True
Ashish vidhya mandir,schools,General Educational School,23.01944,72.59432,True
Bright Computer Education,schools,General Educational School,23.01987,72.59557,True
Nutan aadarsh vidhyalay,schools,General Educational School,23.01975,72.59108,True
ACE Enterprise Ahmedabad,schools,General Educational School,23.0206,72.59384,True
"IAEC Education - IAEC Migration, India",schools,General Educational School,23.02031,72.56986,True
Government Girls Higher Secondary School,schools,Secondary & High School,23.02109,72.5826,True
MYSM Computer Classes,schools,Coaching & Entrance Institute,23.02117,72.58492,True
Abroad Medics,schools,General Educational School,23.02125,72.5713,True
KIC Institute for Training and Management,schools,General Educational School,23.02185,72.57114,True
Gujarat Primary Education Tribulation,schools,General Educational School,23.02185,72.58284,True
SMPS Consultant,schools,General Educational School,23.02162,72.58308,True
All Herbscare,schools,General Educational School,23.02162,72.57971,True
New Education School,schools,Secondary & High School,23.02158,72.58181,True
District Educational Training Center,schools,General Educational School,23.0214,72.58284,True
Government English Training Centre,schools,General Educational School,23.02139,72.58259,True
The City High School,schools,Secondary & High School,23.0214,72.59219,True
ECA Global,schools,General Educational School,23.0216,72.58942,True
Khadiya Primary School No 28,schools,Primary & Pre-School,23.02185,72.59671,True
Guru'S Academy,schools,General Educational School,23.02141,72.59583,True
Municipal School No 7,schools,Secondary & High School,23.02108,72.59452,True
Maganbhai Karamchand Girls High School,schools,Secondary & High School,23.02082,72.59126,True
sunflower school,schools,Secondary & High School,23.02071,72.59411,True
City Higher Secondary School,schools,Secondary & High School,23.02064,72.59491,True
Sanskar School,schools,Secondary & High School,23.02092,72.59706,True
Urdu School,schools,Secondary & High School,23.02132,72.60646,True
Sunrise Academy,schools,General Educational School,23.02203,72.61419,True
N.M. Gujarati Primary School,schools,Primary & Pre-School,23.02162,72.6259,True
Rakhiyal Municipal Urdu School,schools,Secondary & High School,23.02182,72.62177,True
Shams Group of Schools,schools,Secondary & High School,23.02195,72.6262,True
Nasir Sir and Classes,schools,Coaching & Entrance Institute,23.02155,72.6327,True
Swadesh International,schools,International School,23.02102,72.63742,True
Harun Academy,schools,General Educational School,23.02086,72.6245,True
G N School of Science - Managed By SHYAM International School,schools,International School,23.02086,72.62479,True
Unique CAD CAM Training Institute,schools,General Educational School,23.02064,72.63749,True
Islamic Call & Guidance Foundation [ICGF],schools,General Educational School,23.02026,72.63529,True
D Education,schools,General Educational School,23.02011,72.63289,True
Synapse Academy,schools,General Educational School,23.02046,72.60569,True
Shams Educational Campus,schools,College & University,23.01987,72.63336,True
Shyam Dye-Chem,schools,General Educational School,23.01946,72.64449,True
IT Training and Web Development Training Institute,schools,General Educational School,23.0204,72.67103,True
Akash Healthcare,schools,General Educational School,23.02059,72.66992,True
CAT- Centre for Appropriate Technology,schools,General Educational School,23.02059,72.66992,True
Excellence English Academy,schools,General Educational School,23.02059,72.66992,True
Seth R T Agrawal Hindi,schools,General Educational School,23.02056,72.66158,True
RG Overseas Education,schools,General Educational School,23.02045,72.64914,True
Sahyog Madhyamik Shala,schools,Secondary & High School,23.02092,72.6423,True
Bright English School,schools,Secondary & High School,23.02096,72.6422,True
Gulfnde Industrial Services,schools,General Educational School,23.0211,72.64324,True
Intechspace,schools,General Educational School,23.02099,72.63794,True
Gidc Odhav Hindi School No 1,schools,Secondary & High School,23.02103,72.66993,True
Sarthak Education,schools,General Educational School,23.02097,72.6712,True
Trishika Pre -Primary School,schools,Primary & Pre-School,23.01868,72.67075,True
Little Master Public School,schools,Primary & Pre-School,23.01885,72.66154,True
Vidhyanagar High School,schools,Secondary & High School,23.0192,72.66172,True
New Sarvodaya High School Triveni Vidhyavihar,schools,Secondary & High School,23.01847,72.64195,True
Triveni Vidyavihar,schools,General Educational School,23.01831,72.64125,True
Kusum Hindi High School,schools,Secondary & High School,23.01824,72.64191,True
Excellent Classes,schools,Coaching & Entrance Institute,23.01768,72.66775,True
Shriram Finance Limited,schools,General Educational School,23.01685,72.63902,True
Central English School,schools,Secondary & High School,23.01658,72.6388,True
WEL Infoweb PVT. LTD.,schools,General Educational School,23.01662,72.66173,True
Poddar's Institute Of Management,schools,College & University,23.01696,72.66632,True
A1 Computer Academy -Odhav,schools,General Educational School,23.01699,72.66911,True
"Sheth R T Hindi High School, Niketa primary school",schools,Primary & Pre-School,23.01649,72.66368,True
Sanskar Bharti Vidhyalaya,schools,Secondary & High School,23.01484,72.66394,True
Talent Computer Institute of Technology,schools,College & University,23.01477,72.63927,True
Shree Raj Bai Flower Mart,schools,General Educational School,23.015,72.64122,True
Advance Music and Dance Class,schools,General Educational School,23.01503,72.64025,True
Amit Higher Secondary Vidyalaya,schools,Secondary & High School,23.01548,72.64831,True
Shakti Education,schools,General Educational School,23.01551,72.64843,True
Matruchhaya High School and Amit Vidhyalay,schools,Secondary & High School,23.01522,72.64888,True
Grand Vishala Industrial Estate,schools,Secondary & High School,23.01621,72.6711,True
Shreeji fragrance,schools,General Educational School,23.01577,72.64044,True
Darul Uloom Ahle Sunnat Gulshan E Madina,schools,General Educational School,23.01623,72.63816,True
Ranker Classes,schools,Coaching & Entrance Institute,23.01588,72.61089,True
Shisu Shreyas Primary School,schools,Primary & Pre-School,23.01631,72.62033,True
Fso Consultants,schools,General Educational School,23.01628,72.61354,True
Shri N V Patel High School,schools,Secondary & High School,23.01631,72.6136,True
Hastaful Madhyamik Shala,schools,Secondary & High School,23.01631,72.6136,True
Muni Girls High School,schools,Secondary & High School,23.01631,72.6136,True
Kameshwar Vidhya Mandir,schools,General Educational School,23.01631,72.6136,True
Sadhana Vinay Mandir,schools,General Educational School,23.01631,72.6136,True
S.B.B College of Physiotherapy,schools,College & University,23.01631,72.6136,True
Navsanskar Hindi High School,schools,Secondary & High School,23.01631,72.6136,True
Bell Granito Ceramica Ltd.,schools,College & University,23.01631,72.6136,True
Urdu School No. 3,schools,Secondary & High School,23.01632,72.60841,True
Nagar Primary School,schools,Primary & Pre-School,23.01589,72.5882,True
Gujarat Motor Driving School,schools,Secondary & High School,23.01602,72.58834,True
chhipa wellfare school,schools,Secondary & High School,23.01625,72.58655,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.01521,72.57137,True
Satnam Tomato Trading Company,schools,General Educational School,23.01546,72.60066,True
Kidswaypreschool,schools,Primary & Pre-School,23.01465,72.59657,True
Rudra education,schools,General Educational School,23.01425,72.59195,True
F.D. Higher Secondary School,schools,Secondary & High School,23.01469,72.58226,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.0148,72.58153,True
Sultan Ahmed Computer Centre,schools,General Educational School,23.01407,72.58603,True
"EuroKids Nana Chiloda, Ahmedabad",schools,Primary & Pre-School,23.01416,72.58057,True
FD High School,schools,Secondary & High School,23.01369,72.58541,True
Solapur Computer Class,schools,General Educational School,23.01358,72.58477,True
Rainbow Digital Studio,schools,General Educational School,23.01381,72.58704,True
Kanishka hair&beauty salon + Academy,schools,General Educational School,23.01398,72.59306,True
Sch Amc East Gomtipur Guj.  6,schools,General Educational School,23.01413,72.60906,True
St. Aloysius Primary School,schools,Primary & Pre-School,23.014,72.60766,True
TJ Pandya Matru Chhaya High School,schools,Secondary & High School,23.0147,72.61805,True
Digital Marketing Training Institute - ASDM,schools,General Educational School,23.01363,72.6289,True
Rajpur Gujarati School,schools,Secondary & High School,23.01324,72.62104,True
Birgunj Expert Education and Visa Services,schools,General Educational School,23.0135,72.5916,True
Elite School for Children,schools,Secondary & High School,23.01341,72.57153,True
Cholamandalam Investment and Finance Company Limited,schools,General Educational School,23.01292,72.58502,True
AMC School,schools,Secondary & High School,23.01261,72.58125,True
F.D. Arts and Commerce College for Women,schools,College & University,23.01216,72.58297,True
Shakti Vidyalaya,schools,Secondary & High School,23.01223,72.59079,True
Shiksha365cloud,schools,General Educational School,23.01258,72.6003,True
TransStadia University,schools,College & University,23.01195,72.59898,True
Diwan Ballubhai School,schools,Secondary & High School,23.01164,72.60013,True
Manasvi Education,schools,General Educational School,23.01149,72.59216,True
Trimurti School,schools,Secondary & High School,23.01172,72.58702,True
Autography Handwriting Classes,schools,Coaching & Entrance Institute,23.01148,72.5864,True
Discovery International School,schools,International School,23.01113,72.57961,True
Aristo Florist,schools,General Educational School,23.01137,72.5747,True
A-One Florist,schools,General Educational School,23.01113,72.57762,True
Akshar Concept,schools,College & University,23.01138,72.59162,True
M P Pandya High School,schools,Secondary & High School,23.01135,72.59169,True
V-Trans Training and Development Center,schools,General Educational School,23.01087,72.59616,True
Classic Electrocoating Pvt Ltd,schools,General Educational School,23.01077,72.60086,True
Agrawal Group Tuition,schools,Coaching & Entrance Institute,23.01145,72.61793,True
Jyoti Vidhya Vihar Hindi Higher Secondary School,schools,Secondary & High School,23.01154,72.63246,True
Vivekanand Hindi High School,schools,Secondary & High School,23.01075,72.62097,True
Arbuda Sanskar School,schools,Secondary & High School,23.01075,72.64476,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.01131,72.64027,True
Maheshwara Academy,schools,General Educational School,23.01089,72.65344,True
Voice Wings Education,schools,General Educational School,23.01091,72.65128,True
Taxashila College of Education,schools,College & University,23.01096,72.65084,True
Taxashila Little World,schools,Primary & Pre-School,23.01082,72.65097,True
Kalki Group Tution,schools,Coaching & Entrance Institute,23.01161,72.64884,True
Natural Education,schools,General Educational School,23.01168,72.64878,True
UCMAS,schools,General Educational School,23.01236,72.63866,True
Hard Work Academy,schools,General Educational School,23.01233,72.63878,True
Kalavati School,schools,Secondary & High School,23.01241,72.64263,True
Odhav Gujarati Shala No.3,schools,Secondary & High School,23.01281,72.65242,True
Odhav Hindi School,schools,Secondary & High School,23.01325,72.65154,True
New Shanti Niketan Prathamik School,schools,Secondary & High School,23.01319,72.65078,True
Crayon Galaxy Pre School - Vastral,schools,Primary & Pre-School,23.01083,72.67865,True
Variety Salon & Academy 4,schools,General Educational School,23.01059,72.67836,True
Jyoti Vidyalaya,schools,Secondary & High School,23.01029,72.64904,True
E.I.P Education,schools,General Educational School,23.00952,72.64506,True
Samarth Computer Education,schools,General Educational School,23.00896,72.66357,True
Ashish Higher Secondary School,schools,Secondary & High School,23.00872,72.66044,True
Heli Group Tuition,schools,Coaching & Entrance Institute,23.00822,72.64499,True
Center English School,schools,Secondary & High School,23.00809,72.63845,True
Royal Institute,schools,General Educational School,23.00789,72.66161,True
Yashsvi Academy,schools,General Educational School,23.00798,72.66153,True
Global It Computer Academy Vastral,schools,General Educational School,23.00794,72.66035,True
UCMAS,schools,General Educational School,23.0081,72.66018,True
Shree Sai Institute,schools,General Educational School,23.00815,72.662,True
Sensoul Education,schools,General Educational School,23.00824,72.6614,True
The Rising Buds Preschool & Daycare,schools,Primary & Pre-School,23.00848,72.66456,True
Red & White Multimedia Education,schools,General Educational School,23.00841,72.66619,True
Siddharth School,schools,Secondary & High School,23.0082,72.6681,True
Grp Sports Academy,schools,General Educational School,23.00765,72.67313,True
Vivekanand Nursing College,schools,College & University,23.0075,72.67781,True
Arpan Science College,schools,College & University,23.00757,72.6776,True
Firstcry Intellitots Preschool & Daycare In New Vastral,schools,Primary & Pre-School,23.00747,72.67241,True
Arpan Science College,schools,College & University,23.00747,72.67241,True
Kruti Computer Institute,schools,General Educational School,23.00607,72.65923,True
Bothra Classes Vastral,schools,Coaching & Entrance Institute,23.00623,72.6593,True
Nirvana Arts Studio,schools,General Educational School,23.00603,72.65934,True
Ayushi Institute,schools,General Educational School,23.00604,72.65935,True
Surya English Academy,schools,General Educational School,23.00516,72.64011,True
Shree Rushabh Jain Classes,schools,Coaching & Entrance Institute,23.00509,72.64036,True
Lakshya Academy,schools,General Educational School,23.00634,72.64897,True
"Sanskar Montessori School, 100 BN RAF",schools,Primary & Pre-School,23.00628,72.64538,True
Sunflower English Hindi Medium School,schools,Secondary & High School,23.00638,72.6396,True
jivan prakash High School,schools,Secondary & High School,23.00693,72.641,True
Bhavana Higher Secondary School Vastral Road Ahmedabad,schools,Secondary & High School,23.00694,72.63933,True
Grp Sports Academy,schools,General Educational School,23.00695,72.63935,True
Agrawal Group Tuition,schools,Coaching & Entrance Institute,23.00686,72.6526,True
AK Fashion Design Institute,schools,General Educational School,23.00661,72.65318,True
Seva Academy Vastral,schools,General Educational School,23.00669,72.64822,True
Parixit Academy,schools,General Educational School,23.00665,72.66163,True
Happy Crowns Pre-School - Vastral,schools,Primary & Pre-School,23.00755,72.66389,True
Sardar Patel Vocational Education,schools,General Educational School,23.00751,72.66029,True
Amraiwadi Municipal School No - 1,schools,Secondary & High School,23.00734,72.62262,True
Digital Maths,schools,General Educational School,23.00734,72.62262,True
Modi Motors,schools,General Educational School,23.00754,72.61404,True
Vishal Acharya's IELTS and PTE Coaching,schools,Coaching & Entrance Institute,23.00721,72.6138,True
Perfect English & Education,schools,General Educational School,23.00651,72.61111,True
Shantiniketan High School,schools,Secondary & High School,23.00687,72.63617,True
Om Shanti High School,schools,Secondary & High School,23.00635,72.62254,True
Tejendra English School,schools,Secondary & High School,23.00602,72.62752,True
Vande Mataram School,schools,Secondary & High School,23.00598,72.62629,True
Amraiwadi Gujarati School,schools,Secondary & High School,23.00548,72.62553,True
Digitally Yours,schools,General Educational School,23.00513,72.62001,True
KK Shastri Educational Campus,schools,College & University,23.00506,72.6175,True
Government MCA College,schools,College & University,23.00517,72.61773,True
Nelson's Primary School,schools,Primary & Pre-School,23.00506,72.60603,True
Akshar Coaching Classes,schools,Coaching & Entrance Institute,23.00526,72.60731,True
OM Institute,schools,General Educational School,23.00526,72.60731,True
"SBK - Maninagar, Best institute for Abacus & Phonics",schools,General Educational School,23.00532,72.60726,True
Shree Saraswati Mandir high School,schools,Secondary & High School,23.00532,72.60726,True
Skill Computer Classes,schools,Coaching & Entrance Institute,23.00532,72.60726,True
Raj Education Academy.,schools,General Educational School,23.00532,72.60726,True
GLS group tuition,schools,Coaching & Entrance Institute,23.00532,72.60726,True
Pragati School,schools,Secondary & High School,23.00595,72.61131,True
Little STAR School,schools,Primary & Pre-School,23.00609,72.59601,True
Prajapita Brahmakumaris Ishwariya Vishwa Vidyalaya,schools,Secondary & High School,23.00621,72.59352,True
Brahma Kumaris Ahmedabad Maninagar,schools,General Educational School,23.0062,72.59394,True
Kakariya public school,schools,Secondary & High School,23.00602,72.59327,True
Shree Academy,schools,General Educational School,23.00533,72.59043,True
Shakti Vidyalaya,schools,Secondary & High School,23.00709,72.59115,True
H.D. Institute,schools,General Educational School,23.00681,72.59053,True
Gautama Buddha - बुद्धं शरणं गच्छामि,schools,General Educational School,23.00703,72.58788,True
Nrutyasangini Dance Institute,schools,General Educational School,23.00703,72.58788,True
Municipal Kanya Shala,schools,Secondary & High School,23.00782,72.58682,True
Navnit Bhavan,schools,General Educational School,23.00755,72.58115,True
Sukh shanti Bhawan,schools,General Educational School,23.00736,72.58339,True
Classical Pre Primary School,schools,Primary & Pre-School,23.00793,72.58171,True
Unnati English School,schools,Secondary & High School,23.00788,72.58502,True
Baherampura Hindi School,schools,Secondary & High School,23.00829,72.58197,True
Mun Mun Primary School & Bal Mandir,schools,Primary & Pre-School,23.0082,72.58372,True
Gyan Education Academy,schools,General Educational School,23.00862,72.59173,True
Shriram Finance Limited,schools,General Educational School,23.00908,72.58924,True
Shree Divya Jyot Madhymik  School,schools,Secondary & High School,23.00816,72.61465,True
English Academy,schools,General Educational School,23.00784,72.62432,True
Chanakya Group Tuition,schools,Coaching & Entrance Institute,23.00899,72.63564,True
Nikkidevi and Pratik Vidyalaya,schools,Secondary & High School,23.00925,72.63358,True
Vivekanand Vidyalay,schools,General Educational School,23.00963,72.63639,True
Amraiwadi Gujarati Hindi Public School,schools,Secondary & High School,23.00986,72.63115,True
Chetanya Group Tuition,schools,Coaching & Entrance Institute,23.00978,72.62847,True
Convent English School,schools,Secondary & High School,23.01053,72.62104,True
Well teach spoken english and computer training centre,schools,General Educational School,23.01032,72.61295,True
Holi Family School,schools,Secondary & High School,23.01052,72.60871,True
LAKME Academy Maninagar,schools,General Educational School,23.01041,72.59938,True
EKA Stars,schools,General Educational School,23.01052,72.59929,True
Adarsh Primary School,schools,Primary & Pre-School,23.01067,72.59471,True
shramjivi vyayam shala,schools,Secondary & High School,23.01024,72.59338,True
Shree Swaminarayan Arts College,schools,College & University,23.00943,72.59887,True
Radhe Seeds and Pesticides,schools,General Educational School,23.01041,72.57978,True
Kalonji Oil - Nigella Sativa Oil,schools,General Educational School,23.01013,72.56412,True
Vision Education,schools,General Educational School,23.01011,72.56158,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.01012,72.56042,True
Bavishi Fertility Institute,schools,General Educational School,23.00999,72.55757,True
Elite Academy of Dental Excellence,schools,General Educational School,23.00999,72.55757,True
ARHAM Dental Academy,schools,General Educational School,23.00999,72.55486,True
Cuemath,schools,General Educational School,23.0101,72.55323,True
Math Tuition Classes Cuemath,schools,Coaching & Entrance Institute,23.01028,72.55704,True
Shri Rambali Vidya Mandir High School,schools,Secondary & High School,23.01048,72.56029,True
The Beat Music Classes,schools,Coaching & Entrance Institute,23.01064,72.53757,True
Disha Computer Institute Satellite Branch,schools,General Educational School,23.01064,72.53757,True
Eduventure Academy,schools,General Educational School,23.01014,72.54743,True
Sunali's Classes,schools,Coaching & Entrance Institute,23.01032,72.54714,True
Jyot Education Foundation,schools,General Educational School,23.00962,72.55113,True
Arham Education,schools,General Educational School,23.00983,72.5478,True
Vedic Maths,schools,General Educational School,23.00991,72.54822,True
Modi Sir's Redox Institute of Chemistry,schools,General Educational School,23.00992,72.54844,True
Jainam Academy,schools,General Educational School,23.00931,72.54844,True
Doctor Baba Saheb Ambedkar Open University Study Centre,schools,College & University,23.00953,72.54822,True
U M Bhagat Madhyamik Shala,schools,Secondary & High School,23.00973,72.55549,True
IMChess Academy,schools,General Educational School,23.00988,72.56084,True
Kalorex Pre School - Paldi Center,schools,Primary & Pre-School,23.00976,72.55952,True
Sujalgrouptuition,schools,Coaching & Entrance Institute,23.00976,72.55952,True
Vikas Gruh Kanya Madhyamik H School,schools,Secondary & High School,23.00969,72.55743,True
Manish Eye Institute,schools,General Educational School,23.00956,72.56205,True
U.M. Bhagat School,schools,Secondary & High School,23.00918,72.55554,True
D Snakes  & Ladder Pre  School,schools,Secondary & High School,23.0092,72.55307,True
Dr. ChintanShah4Biology,schools,General Educational School,23.00862,72.55812,True
Ankur School,schools,Secondary & High School,23.00864,72.56003,True
Dharnidhar education,schools,College & University,23.00882,72.56142,True
Cotygreens,schools,General Educational School,23.00841,72.56702,True
Navsarjan Academy,schools,General Educational School,23.0085,72.56684,True
Pulkit HIGH School,schools,Secondary & High School,23.00852,72.56155,True
Risingkids Pre-School,schools,Primary & Pre-School,23.00837,72.56281,True
Khyati Ninos,schools,General Educational School,23.00823,72.56351,True
Anand Niketan Play House,schools,Secondary & High School,23.00828,72.56353,True
"EuroKids PreSchool in Paldi, Narayan Nagar Road",schools,Primary & Pre-School,23.00792,72.56686,True
Bionique Institute,schools,General Educational School,23.00818,72.55974,True
